2021-07-28 12:55:27.927 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-30 22:21:13.132 [cluster-ClusterId{value='61040ad87c6eb45abeb093ae', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2021-07-30 22:21:13.540 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:367}] to 8.142.35.1:27017
2021-07-30 22:21:16.823 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-07-30 22:21:16.872 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-30 22:21:16.884 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-30 22:21:17.241 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-07-30 22:21:17.915 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
2021-07-30 22:21:19.529 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-07-30 22:21:19.561 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2021-07-30 22:21:19.624 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-30 22:21:20.124 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-30 22:21:20.223 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2021-07-30 22:21:20.292 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2021-07-30 22:21:20.509 [restartedMain] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP service-hosp 192.168.31.163:8201 register finished
2021-07-30 22:21:21.002 [restartedMain] INFO  cuifua.ServiceHospApplication - Started ServiceHospApplication in 16.976 seconds (JVM running for 19.816)
2021-07-30 22:21:43.050 [http-nio-8201-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-30 22:21:43.051 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-07-30 22:21:43.068 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 16 ms
2021-07-30 22:21:46.940 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:368}] to 8.142.35.1:27017
2021-07-30 22:21:51.476 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:370}] to 8.142.35.1:27017
2021-07-30 22:21:55.978 [http-nio-8201-exec-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 22:21:56.050 [http-nio-8201-exec-1] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: service-cmn instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-07-30 22:21:56.069 [http-nio-8201-exec-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-07-30 22:21:56.173 [http-nio-8201-exec-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 22:21:56.176 [http-nio-8201-exec-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client service-cmn initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[192.168.31.163:8202],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.31.163:8202;	Zone:UNKNOWN;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:com.alibaba.cloud.nacos.ribbon.NacosServerList@71eb58b6
2021-07-30 22:21:57.094 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 22:21:59.885 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:371}] to 8.142.35.1:27017
2021-07-30 22:22:02.462 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:373}] to 8.142.35.1:27017
2021-07-30 22:22:05.098 [http-nio-8201-exec-8] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:8, serverValue:372}] to 8.142.35.1:27017
2021-07-30 22:22:08.163 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:9, serverValue:374}] to 8.142.35.1:27017
2021-07-30 22:22:08.634 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:10, serverValue:375}] to 8.142.35.1:27017
2021-07-30 22:22:10.201 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:369}] to 8.142.35.1:27017
2021-07-30 22:22:12.160 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:11, serverValue:376}] to 8.142.35.1:27017
2021-07-30 22:23:38.940 [cluster-ClusterId{value='61040ad87c6eb45abeb093ae', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:12, serverValue:377}] to 8.142.35.1:27017
2021-07-30 22:25:06.201 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:6, serverValue:371}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.205 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:7, serverValue:373}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.205 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:11, serverValue:376}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.207 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:9, serverValue:374}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.208 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:3, serverValue:369}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.210 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:10, serverValue:375}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.211 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:4, serverValue:370}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.213 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:367}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.213 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:5, serverValue:368}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:06.215 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:8, serverValue:372}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:25:07.345 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:13, serverValue:378}] to 8.142.35.1:27017
2021-07-30 22:25:07.361 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:14, serverValue:379}] to 8.142.35.1:27017
2021-07-30 22:25:07.812 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:15, serverValue:380}] to 8.142.35.1:27017
2021-07-30 22:25:07.830 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:16, serverValue:381}] to 8.142.35.1:27017
2021-07-30 22:31:16.553 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:19, serverValue:382}] to 8.142.35.1:27017
2021-07-30 22:31:16.593 [http-nio-8201-exec-9] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:20, serverValue:383}] to 8.142.35.1:27017
2021-07-30 22:31:17.005 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:17, serverValue:384}] to 8.142.35.1:27017
2021-07-30 22:31:17.391 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:18, serverValue:385}] to 8.142.35.1:27017
2021-07-30 22:31:19.370 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:16, serverValue:381}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:31:19.375 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:15, serverValue:380}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:31:20.088 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:21, serverValue:386}] to 8.142.35.1:27017
2021-07-30 22:31:20.108 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:22, serverValue:387}] to 8.142.35.1:27017
2021-07-30 22:31:21.072 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:14, serverValue:379}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:31:32.690 [http-nio-8201-exec-8] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:23, serverValue:388}] to 8.142.35.1:27017
2021-07-30 22:31:33.092 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:25, serverValue:389}] to 8.142.35.1:27017
2021-07-30 22:31:33.133 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:24, serverValue:390}] to 8.142.35.1:27017
2021-07-30 22:32:14.059 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:13, serverValue:378}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:32:44.025 [http-nio-8201-exec-12] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:27, serverValue:392}] to 8.142.35.1:27017
2021-07-30 22:32:44.028 [http-nio-8201-exec-11] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:28, serverValue:393}] to 8.142.35.1:27017
2021-07-30 22:32:44.267 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:26, serverValue:394}] to 8.142.35.1:27017
2021-07-30 22:32:59.408 [http-nio-8201-exec-15] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:31, serverValue:397}] to 8.142.35.1:27017
2021-07-30 22:32:59.979 [http-nio-8201-exec-16] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:32, serverValue:398}] to 8.142.35.1:27017
2021-07-30 22:33:04.003 [http-nio-8201-exec-14] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:30, serverValue:396}] to 8.142.35.1:27017
2021-07-30 22:33:11.180 [http-nio-8201-exec-13] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:29, serverValue:395}] to 8.142.35.1:27017
2021-07-30 22:35:56.253 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-30 22:35:58.771 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 22:35:58.773 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-30 22:35:58.942 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 161ms. Found 3 repository interfaces.
2021-07-30 22:35:58.982 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 22:35:58.987 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
